Date/Time,Year,Month,Day,Time,Temp (°C),Weather
2016-12-17 10:00,2016,12,17,10:00,-4.2,Cloudy
2016-12-17 13:00,2016,12,17,13:00,-2.0,Cloudy
2016-12-17 16:00,2016,12,17,16:00,-2.5,Cloudy
2016-12-17 19:00,2016,12,17,19:00,-4.3,Mostly Cloudy
2016-12-17 22:00,2016,12,17,22:00,-2.5,Cloudy
2016-12-18 01:00,2016,12,18,01:00,-2.1,Snow
2016-12-18 02:00,2016,12,18,02:00,-2.4,Snow
2016-12-18 03:00,2016,12,18,03:00,-2.2,Snow
2016-12-18 04:00,2016,12,18,04:00,-2.2,Snow
2016-12-18 05:00,2016,12,18,05:00,-2.1,Snow
2016-12-18 06:00,2016,12,18,06:00,-2.0,Snow
2016-12-18 07:00,2016,12,18,07:00,-1.7,Snow
2016-12-18 08:00,2016,12,18,08:00,-1.2,Snow
2016-12-18 09:00,2016,12,18,09:00,-1.7,Snow
2016-12-18 10:00,2016,12,18,10:00,-1.3,Snow
2016-12-18 11:00,2016,12,18,11:00,-1.0,Snow
2016-12-18 12:00,2016,12,18,12:00,-0.6,Snow
2016-12-18 13:00,2016,12,18,13:00,-0.4,"Snow,Fog"
2016-12-18 14:00,2016,12,18,14:00,-0.2,"Snow,Fog"
2016-12-18 15:00,2016,12,18,15:00,0.1,"Snow,Fog"
2016-12-18 16:00,2016,12,18,16:00,0.3,"Snow,Fog"
2016-12-18 17:00,2016,12,18,17:00,0.8,Snow
2016-12-18 18:00,2016,12,18,18:00,0.9,Snow
2016-12-18 19:00,2016,12,18,19:00,1.1,Rain
2016-12-18 22:00,2016,12,18,22:00,2.2,Cloudy
2016-12-19 01:00,2016,12,19,01:00,2.0,Rain
2016-12-19 02:00,2016,12,19,02:00,2.2,Rain
2016-12-19 03:00,2016,12,19,03:00,3.0,Rain
2016-12-19 04:00,2016,12,19,04:00,1.6,"Moderate Rain,Fog"
2016-12-19 05:00,2016,12,19,05:00,2.1,Moderate Rain
2016-12-19 06:00,2016,12,19,06:00,1.6,Rain
2016-12-19 07:00,2016,12,19,07:00,1.4,Rain
2016-12-19 10:00,2016,12,19,10:00,2.9,Mainly Clear
2016-12-19 13:00,2016,12,19,13:00,3.9,Mostly Cloudy
2016-12-19 16:00,2016,12,19,16:00,3.7,Cloudy
2016-12-19 19:00,2016,12,19,19:00,4.1,Cloudy
2016-12-19 21:00,2016,12,19,21:00,4.5,Rain
2016-12-19 22:00,2016,12,19,22:00,4.1,Rain
2016-12-19 23:00,2016,12,19,23:00,4.6,Rain
2016-12-20 00:00,2016,12,20,00:00,3.7,Rain
2016-12-20 01:00,2016,12,20,01:00,3.2,Rain
2016-12-20 02:00,2016,12,20,02:00,3.8,"Rain,Fog"
2016-12-20 03:00,2016,12,20,03:00,2.7,Fog
2016-12-20 04:00,2016,12,20,04:00,3.8,"Drizzle,Fog"
2016-12-20 05:00,2016,12,20,05:00,3.1,Fog
2016-12-20 07:00,2016,12,20,07:00,5.7,Mainly Clear
2016-12-20 10:00,2016,12,20,10:00,6.5,Mostly Cloudy
2016-12-20 13:00,2016,12,20,13:00,7.1,Mostly Cloudy
2016-12-20 16:00,2016,12,20,16:00,6.0,Mainly Clear
2016-12-20 19:00,2016,12,20,19:00,6.0,Mainly Clear
2016-12-20 22:00,2016,12,20,22:00,1.1,Mostly Cloudy
2016-12-21 01:00,2016,12,21,01:00,1.1,Mainly Clear
2016-12-21 04:00,2016,12,21,04:00,2.0,Mostly Cloudy
2016-12-21 07:00,2016,12,21,07:00,4.0,Cloudy
2016-12-21 10:00,2016,12,21,10:00,5.1,Cloudy
2016-12-21 13:00,2016,12,21,13:00,5.9,Cloudy
2016-12-21 16:00,2016,12,21,16:00,4.5,Cloudy
2016-12-21 19:00,2016,12,21,19:00,3.8,Mostly Cloudy
2016-12-21 22:00,2016,12,21,22:00,1.1,Cloudy
2016-12-22 01:00,2016,12,22,01:00,2.7,Cloudy
2016-12-22 04:00,2016,12,22,04:00,2.7,Cloudy
2016-12-22 07:00,2016,12,22,07:00,2.8,Cloudy
2016-12-22 10:00,2016,12,22,10:00,4.0,Rain Showers
2016-12-22 11:00,2016,12,22,11:00,4.0,Rain Showers
2016-12-22 13:00,2016,12,22,13:00,4.8,Cloudy
2016-12-22 16:00,2016,12,22,16:00,4.5,Mostly Cloudy
2016-12-22 19:00,2016,12,22,19:00,3.7,Cloudy
2016-12-22 22:00,2016,12,22,22:00,4.4,Cloudy
2016-12-23 01:00,2016,12,23,01:00,3.6,Cloudy
2016-12-23 02:00,2016,12,23,02:00,2.8,Rain
2016-12-23 03:00,2016,12,23,03:00,2.8,Rain
2016-12-23 04:00,2016,12,23,04:00,2.9,Rain
2016-12-23 05:00,2016,12,23,05:00,3.4,Rain
2016-12-23 06:00,2016,12,23,06:00,3.7,Rain
2016-12-23 07:00,2016,12,23,07:00,3.2,Rain
2016-12-23 08:00,2016,12,23,08:00,3.3,Rain
2016-12-23 09:00,2016,12,23,09:00,3.2,Rain
2016-12-23 10:00,2016,12,23,10:00,3.5,Rain
2016-12-23 11:00,2016,12,23,11:00,3.5,Rain
2016-12-23 12:00,2016,12,23,12:00,3.5,Rain
2016-12-23 13:00,2016,12,23,13:00,3.4,Rain
2016-12-23 14:00,2016,12,23,14:00,3.2,Rain
2016-12-23 15:00,2016,12,23,15:00,3.1,Rain
2016-12-23 16:00,2016,12,23,16:00,3.1,Rain
2016-12-23 17:00,2016,12,23,17:00,2.8,Rain
2016-12-23 18:00,2016,12,23,18:00,2.2,Rain
2016-12-23 19:00,2016,12,23,19:00,2.0,Rain
2016-12-23 20:00,2016,12,23,20:00,2.0,Rain
2016-12-23 21:00,2016,12,23,21:00,2.2,Rain
2016-12-23 22:00,2016,12,23,22:00,2.0,Rain
2016-12-23 23:00,2016,12,23,23:00,1.6,Rain
2016-12-24 00:00,2016,12,24,00:00,1.4,Rain
2016-12-24 01:00,2016,12,24,01:00,1.4,Rain
2016-12-24 02:00,2016,12,24,02:00,1.5,Rain
2016-12-24 04:00,2016,12,24,04:00,1.5,Cloudy
2016-12-24 07:00,2016,12,24,07:00,1.2,Cloudy
2016-12-24 10:00,2016,12,24,10:00,1.9,Mostly Cloudy
2016-12-24 13:00,2016,12,24,13:00,3.6,Mainly Clear
2016-12-24 16:00,2016,12,24,16:00,2.5,Mainly Clear
2016-12-24 19:00,2016,12,24,19:00,0.6,Mainly Clear
2016-12-24 22:00,2016,12,24,22:00,-1.2,Mainly Clear
2016-12-25 01:00,2016,12,25,01:00,-2.2,Mainly Clear
2016-12-25 04:00,2016,12,25,04:00,-4.2,Mainly Clear
2016-12-25 07:00,2016,12,25,07:00,-3.2,Mainly Clear
2016-12-25 10:00,2016,12,25,10:00,-1.0,Mainly Clear
2016-12-25 13:00,2016,12,25,13:00,1.2,Mainly Clear
2016-12-25 16:00,2016,12,25,16:00,0.3,Mostly Cloudy
2016-12-25 19:00,2016,12,25,19:00,-0.4,Mostly Cloudy
2016-12-25 22:00,2016,12,25,22:00,-1.5,Mostly Cloudy
2016-12-26 01:00,2016,12,26,01:00,-1.0,Cloudy
2016-12-26 04:00,2016,12,26,04:00,0.1,Cloudy
2016-12-26 06:00,2016,12,26,06:00,0.1,Snow
2016-12-26 07:00,2016,12,26,07:00,-0.1,Snow
2016-12-26 08:00,2016,12,26,08:00,0.1,Snow
2016-12-26 09:00,2016,12,26,09:00,0.3,Snow
2016-12-26 10:00,2016,12,26,10:00,0.7,Snow
2016-12-26 11:00,2016,12,26,11:00,0.4,Snow
2016-12-26 12:00,2016,12,26,12:00,0.6,Snow
2016-12-26 13:00,2016,12,26,13:00,1.2,"Rain,Snow"
2016-12-26 14:00,2016,12,26,14:00,1.6,Rain
2016-12-26 15:00,2016,12,26,15:00,1.8,Rain
2016-12-26 16:00,2016,12,26,16:00,1.4,"Rain,Fog"
2016-12-26 17:00,2016,12,26,17:00,1.1,"Rain,Fog"
2016-12-26 18:00,2016,12,26,18:00,0.7,"Rain,Snow"
2016-12-26 19:00,2016,12,26,19:00,1.3,"Rain,Fog"
2016-12-26 20:00,2016,12,26,20:00,1.9,"Rain,Fog"
2016-12-26 21:00,2016,12,26,21:00,1.7,"Rain,Fog"
2016-12-26 22:00,2016,12,26,22:00,2.5,Rain
2016-12-27 00:00,2016,12,27,00:00,2.9,Rain
2016-12-27 01:00,2016,12,27,01:00,2.7,Rain
2016-12-27 02:00,2016,12,27,02:00,2.5,Rain
2016-12-27 04:00,2016,12,27,04:00,2.6,Cloudy
2016-12-27 07:00,2016,12,27,07:00,5.4,Mostly Cloudy
2016-12-27 10:00,2016,12,27,10:00,6.0,Mostly Cloudy
2016-12-27 12:00,2016,12,27,12:00,5.4,Rain Showers
2016-12-27 13:00,2016,12,27,13:00,5.3,Mostly Cloudy
2016-12-27 16:00,2016,12,27,16:00,4.3,Mostly Cloudy
2016-12-27 19:00,2016,12,27,19:00,1.8,Mostly Cloudy
2016-12-27 22:00,2016,12,27,22:00,1.0,Mostly Cloudy
2016-12-28 01:00,2016,12,28,01:00,-1.0,Mainly Clear
2016-12-28 04:00,2016,12,28,04:00,0.0,Mostly Cloudy
2016-12-28 07:00,2016,12,28,07:00,1.6,Cloudy
2016-12-28 09:00,2016,12,28,09:00,4.2,Rain
2016-12-28 10:00,2016,12,28,10:00,5.4,Cloudy
2016-12-28 11:00,2016,12,28,11:00,5.2,Rain
2016-12-28 12:00,2016,12,28,12:00,4.8,Rain
2016-12-28 13:00,2016,12,28,13:00,5.0,Rain
2016-12-28 14:00,2016,12,28,14:00,5.2,Rain
2016-12-28 15:00,2016,12,28,15:00,5.5,Rain
2016-12-28 16:00,2016,12,28,16:00,4.3,Cloudy
2016-12-28 17:00,2016,12,28,17:00,4.2,Rain
2016-12-28 18:00,2016,12,28,18:00,3.8,Rain
2016-12-28 19:00,2016,12,28,19:00,4.1,Rain
2016-12-28 20:00,2016,12,28,20:00,3.9,Rain
2016-12-28 22:00,2016,12,28,22:00,4.0,Cloudy
2016-12-29 01:00,2016,12,29,01:00,2.6,Cloudy
2016-12-29 04:00,2016,12,29,04:00,3.7,Rain
2016-12-29 05:00,2016,12,29,05:00,2.5,Rain
2016-12-29 06:00,2016,12,29,06:00,3.0,Rain
2016-12-29 07:00,2016,12,29,07:00,3.0,Rain
2016-12-29 08:00,2016,12,29,08:00,3.3,Rain
2016-12-29 09:00,2016,12,29,09:00,4.0,Rain
2016-12-29 10:00,2016,12,29,10:00,4.0,Rain
2016-12-29 11:00,2016,12,29,11:00,4.0,Rain
2016-12-29 12:00,2016,12,29,12:00,4.4,Rain
2016-12-29 13:00,2016,12,29,13:00,4.8,Rain
2016-12-29 14:00,2016,12,29,14:00,4.1,Rain
2016-12-29 15:00,2016,12,29,15:00,4.2,Rain
2016-12-29 16:00,2016,12,29,16:00,3.7,Cloudy
2016-12-29 19:00,2016,12,29,19:00,2.2,Mainly Clear
2016-12-29 22:00,2016,12,29,22:00,0.2,Mainly Clear
2016-12-30 01:00,2016,12,30,01:00,2.0,Mainly Clear
2016-12-30 04:00,2016,12,30,04:00,4.3,Cloudy
2016-12-30 06:00,2016,12,30,06:00,1.3,Fog
2016-12-30 07:00,2016,12,30,07:00,0.7,Mainly Clear
2016-12-30 08:00,2016,12,30,08:00,-0.4,Freezing Fog
2016-12-30 09:00,2016,12,30,09:00,0.5,Fog
2016-12-30 10:00,2016,12,30,10:00,1.1,Mostly Cloudy
2016-12-30 13:00,2016,12,30,13:00,3.9,Cloudy
2016-12-30 16:00,2016,12,30,16:00,2.4,Mainly Clear
2016-12-30 19:00,2016,12,30,19:00,1.9,Clear
2016-12-30 22:00,2016,12,30,22:00,0.9,Mostly Cloudy
2016-12-31 01:00,2016,12,31,01:00,0.0,Mainly Clear
2016-12-31 04:00,2016,12,31,04:00,-2.7,Freezing Fog
2016-12-31 05:00,2016,12,31,05:00,-2.0,Freezing Fog
2016-12-31 06:00,2016,12,31,06:00,-0.8,Fog
2016-12-31 07:00,2016,12,31,07:00,-0.6,Freezing Fog
2016-12-31 08:00,2016,12,31,08:00,-0.2,Fog
2016-12-31 10:00,2016,12,31,10:00,0.7,Cloudy
2016-12-31 11:00,2016,12,31,11:00,1.2,Rain
2016-12-31 12:00,2016,12,31,12:00,1.8,Rain
2016-12-31 13:00,2016,12,31,13:00,1.6,"Rain,Fog"
2016-12-31 14:00,2016,12,31,14:00,1.1,"Rain,Fog"
2016-12-31 15:00,2016,12,31,15:00,0.6,"Rain,Snow,Fog"
2016-12-31 16:00,2016,12,31,16:00,0.3,"Snow,Fog"
2016-12-31 17:00,2016,12,31,17:00,0.4,"Moderate Snow,Fog"
2016-12-31 18:00,2016,12,31,18:00,0.5,"Snow,Fog"
2016-12-31 19:00,2016,12,31,19:00,0.6,"Rain,Snow"
2016-12-31 20:00,2016,12,31,20:00,1.1,"Rain,Fog"
2016-12-31 22:00,2016,12,31,22:00,1.0,Cloudy
2017-01-01 01:00,2017,1,1,01:00,0.9,Cloudy
2017-01-01 04:00,2017,1,1,04:00,0.6,Cloudy
2017-01-01 07:00,2017,1,1,07:00,0.8,Cloudy
2017-01-01 10:00,2017,1,1,10:00,2.1,Cloudy
2017-01-01 13:00,2017,1,1,13:00,1.4,Cloudy
2017-01-01 16:00,2017,1,1,16:00,0.9,Mostly Cloudy
2017-01-01 19:00,2017,1,1,19:00,-0.6,Mostly Cloudy
2017-01-01 22:00,2017,1,1,22:00,-1.7,Mostly Cloudy
2017-01-02 01:00,2017,1,2,01:00,-2.4,Mainly Clear
2017-01-02 04:00,2017,1,2,04:00,-3.0,Clear
2017-01-02 07:00,2017,1,2,07:00,-3.0,Clear
2017-01-02 10:00,2017,1,2,10:00,-0.9,Clear
2017-01-02 13:00,2017,1,2,13:00,1.1,Clear
2017-01-02 16:00,2017,1,2,16:00,0.2,Clear
2017-01-02 19:00,2017,1,2,19:00,-1.9,Clear
2017-01-02 22:00,2017,1,2,22:00,-4.2,Clear
2017-01-03 01:00,2017,1,3,01:00,-4.3,Clear
2017-01-03 04:00,2017,1,3,04:00,-4.4,Clear
2017-01-03 07:00,2017,1,3,07:00,-6.0,Clear
2017-01-03 10:00,2017,1,3,10:00,-3.8,Clear
2017-01-03 13:00,2017,1,3,13:00,-0.3,Clear
2017-01-03 16:00,2017,1,3,16:00,-0.2,Clear
2017-01-03 19:00,2017,1,3,19:00,-3.7,Clear
2017-01-03 22:00,2017,1,3,22:00,-3.0,Clear
2017-01-04 01:00,2017,1,4,01:00,-5.6,Mainly Clear
2017-01-04 04:00,2017,1,4,04:00,-8.4,Clear
2017-01-04 07:00,2017,1,4,07:00,-4.0,Clear
2017-01-04 10:00,2017,1,4,10:00,-2.3,Clear
2017-01-04 13:00,2017,1,4,13:00,1.9,Clear
2017-01-04 16:00,2017,1,4,16:00,0.7,Clear
2017-01-04 19:00,2017,1,4,19:00,-1.4,Clear
2017-01-04 22:00,2017,1,4,22:00,-3.1,Clear
2017-01-05 01:00,2017,1,5,01:00,-3.8,Clear
2017-01-05 04:00,2017,1,5,04:00,-5.6,Clear
2017-01-05 07:00,2017,1,5,07:00,-5.1,Clear
2017-01-05 10:00,2017,1,5,10:00,-2.5,Mostly Cloudy
2017-01-05 13:00,2017,1,5,13:00,0.3,Mostly Cloudy
2017-01-05 16:00,2017,1,5,16:00,-0.2,Cloudy
2017-01-05 19:00,2017,1,5,19:00,-2.2,Cloudy
2017-01-05 22:00,2017,1,5,22:00,-1.2,Cloudy
2017-01-06 01:00,2017,1,6,01:00,0.0,Cloudy
2017-01-06 04:00,2017,1,6,04:00,-0.2,Cloudy
2017-01-06 07:00,2017,1,6,07:00,0.0,Cloudy
2017-01-06 10:00,2017,1,6,10:00,1.2,Cloudy
2017-01-06 13:00,2017,1,6,13:00,2.1,Cloudy
2017-01-06 16:00,2017,1,6,16:00,2.2,Cloudy
2017-01-06 19:00,2017,1,6,19:00,1.3,Cloudy
2017-01-06 22:00,2017,1,6,22:00,1.4,Cloudy
2017-01-07 01:00,2017,1,7,01:00,-0.8,Mainly Clear
2017-01-07 04:00,2017,1,7,04:00,-2.9,Mostly Cloudy
2017-01-07 07:00,2017,1,7,07:00,-4.0,Mainly Clear
2017-01-07 10:00,2017,1,7,10:00,-0.8,Mostly Cloudy
2017-01-07 13:00,2017,1,7,13:00,1.6,Mostly Cloudy
2017-01-07 16:00,2017,1,7,16:00,1.2,Cloudy
2017-01-07 19:00,2017,1,7,19:00,0.9,Cloudy
2017-01-07 22:00,2017,1,7,22:00,1.2,Cloudy
2017-01-08 01:00,2017,1,8,01:00,0.8,Cloudy
2017-01-08 04:00,2017,1,8,04:00,0.9,Cloudy
2017-01-08 07:00,2017,1,8,07:00,1.2,Cloudy
2017-01-08 10:00,2017,1,8,10:00,2.3,Cloudy
2017-01-08 13:00,2017,1,8,13:00,2.2,Rain
2017-01-08 14:00,2017,1,8,14:00,1.8,Rain
2017-01-08 15:00,2017,1,8,15:00,1.4,Rain
2017-01-08 16:00,2017,1,8,16:00,1.3,"Rain,Fog"
2017-01-08 17:00,2017,1,8,17:00,1.4,"Rain,Fog"
2017-01-08 18:00,2017,1,8,18:00,1.4,"Rain,Fog"
2017-01-08 19:00,2017,1,8,19:00,1.6,"Rain,Fog"
2017-01-08 20:00,2017,1,8,20:00,1.6,"Rain,Fog"
2017-01-08 21:00,2017,1,8,21:00,1.7,Rain
2017-01-08 22:00,2017,1,8,22:00,1.9,"Rain,Drizzle,Fog"
2017-01-09 01:00,2017,1,9,01:00,2.0,Mostly Cloudy
2017-01-09 04:00,2017,1,9,04:00,4.1,Rain
2017-01-09 07:00,2017,1,9,07:00,4.0,Mostly Cloudy
2017-01-09 10:00,2017,1,9,10:00,4.4,Mostly Cloudy
2017-01-09 13:00,2017,1,9,13:00,4.6,Rain Showers
2017-01-09 16:00,2017,1,9,16:00,4.2,Mostly Cloudy
2017-01-09 19:00,2017,1,9,19:00,3.3,Cloudy
2017-01-09 22:00,2017,1,9,22:00,3.1,Cloudy
2017-01-10 01:00,2017,1,10,01:00,1.4,Cloudy
2017-01-10 04:00,2017,1,10,04:00,0.3,Cloudy
2017-01-10 07:00,2017,1,10,07:00,0.0,Cloudy
2017-01-10 10:00,2017,1,10,10:00,0.0,Mostly Cloudy
2017-01-10 13:00,2017,1,10,13:00,2.9,Mainly Clear
2017-01-10 16:00,2017,1,10,16:00,1.9,Mainly Clear
2017-01-10 19:00,2017,1,10,19:00,-0.9,Clear
2017-01-10 22:00,2017,1,10,22:00,-2.5,Clear
2017-01-11 01:00,2017,1,11,01:00,-4.2,Clear
2017-01-11 04:00,2017,1,11,04:00,-5.8,Clear
2017-01-11 07:00,2017,1,11,07:00,-4.0,Mainly Clear
2017-01-11 10:00,2017,1,11,10:00,-1.9,Clear
2017-01-11 13:00,2017,1,11,13:00,1.0,Clear
2017-01-11 16:00,2017,1,11,16:00,0.9,Clear
2017-01-11 19:00,2017,1,11,19:00,-0.7,Clear
2017-01-11 22:00,2017,1,11,22:00,-3.5,Clear
2017-01-12 01:00,2017,1,12,01:00,-4.4,Clear
2017-01-12 04:00,2017,1,12,04:00,-6.9,Clear
2017-01-12 07:00,2017,1,12,07:00,-6.0,Clear
2017-01-12 10:00,2017,1,12,10:00,-3.5,Clear
2017-01-12 13:00,2017,1,12,13:00,-0.1,Clear
2017-01-12 16:00,2017,1,12,16:00,-0.4,Clear
2017-01-12 19:00,2017,1,12,19:00,-2.7,Mainly Clear
2017-01-12 22:00,2017,1,12,22:00,-3.4,Mostly Cloudy
2017-01-13 01:00,2017,1,13,01:00,-5.7,Mainly Clear
2017-01-13 04:00,2017,1,13,04:00,-5.5,Mostly Cloudy
2017-01-13 07:00,2017,1,13,07:00,-5.9,Mainly Clear
2017-01-13 10:00,2017,1,13,10:00,-3.3,Cloudy
2017-01-13 13:00,2017,1,13,13:00,0.0,Cloudy
2017-01-13 16:00,2017,1,13,16:00,0.4,Cloudy
2017-01-13 19:00,2017,1,13,19:00,-0.4,Cloudy
2017-01-13 22:00,2017,1,13,22:00,-2.0,Cloudy
2017-01-14 01:00,2017,1,14,01:00,-4.3,Mainly Clear
2017-01-14 04:00,2017,1,14,04:00,-3.9,Clear
2017-01-14 07:00,2017,1,14,07:00,-4.8,Mainly Clear
2017-01-14 10:00,2017,1,14,10:00,-1.2,Mainly Clear
2017-01-14 13:00,2017,1,14,13:00,3.0,Cloudy
2017-01-14 16:00,2017,1,14,16:00,1.5,Cloudy
2017-01-14 19:00,2017,1,14,19:00,-0.2,Mostly Cloudy
2017-01-14 22:00,2017,1,14,22:00,-1.4,Mostly Cloudy
2017-01-15 01:00,2017,1,15,01:00,-0.5,Cloudy
2017-01-15 04:00,2017,1,15,04:00,-1.7,Mostly Cloudy
2017-01-15 07:00,2017,1,15,07:00,-1.3,Mostly Cloudy
2017-01-15 10:00,2017,1,15,10:00,0.9,Mostly Cloudy
2017-01-15 13:00,2017,1,15,13:00,4.0,Mostly Cloudy
2017-01-15 16:00,2017,1,15,16:00,2.8,Mostly Cloudy
2017-01-15 19:00,2017,1,15,19:00,2.8,Mostly Cloudy
2017-01-15 22:00,2017,1,15,22:00,1.0,Cloudy
2017-01-16 01:00,2017,1,16,01:00,1.0,Cloudy
2017-01-16 04:00,2017,1,16,04:00,0.9,Cloudy
2017-01-16 07:00,2017,1,16,07:00,1.8,Cloudy
2017-01-16 10:00,2017,1,16,10:00,3.5,Cloudy
2017-01-16 13:00,2017,1,16,13:00,4.6,Cloudy
2017-01-16 14:00,2017,1,16,14:00,4.5,Rain
2017-01-16 15:00,2017,1,16,15:00,4.3,Rain Showers
2017-01-16 16:00,2017,1,16,16:00,4.2,Cloudy
2017-01-16 17:00,2017,1,16,17:00,3.6,Rain
2017-01-16 18:00,2017,1,16,18:00,3.4,Rain
2017-01-16 19:00,2017,1,16,19:00,4.3,Rain
2017-01-16 20:00,2017,1,16,20:00,5.5,Rain
2017-01-16 21:00,2017,1,16,21:00,5.3,Rain
2017-01-16 22:00,2017,1,16,22:00,4.7,Rain
2017-01-16 23:00,2017,1,16,23:00,6.5,Rain
2017-01-17 00:00,2017,1,17,00:00,5.8,Rain
2017-01-17 01:00,2017,1,17,01:00,6.0,Rain
2017-01-17 02:00,2017,1,17,02:00,6.9,Rain
2017-01-17 03:00,2017,1,17,03:00,6.7,Rain
2017-01-17 04:00,2017,1,17,04:00,6.8,Rain
2017-01-17 05:00,2017,1,17,05:00,7.3,Rain
2017-01-17 07:00,2017,1,17,07:00,7.8,Rain
2017-01-17 08:00,2017,1,17,08:00,7.4,Rain
2017-01-17 09:00,2017,1,17,09:00,7.3,Rain
2017-01-17 10:00,2017,1,17,10:00,8.4,Rain
2017-01-17 11:00,2017,1,17,11:00,8.5,Rain
2017-01-17 12:00,2017,1,17,12:00,8.8,Rain
2017-01-17 13:00,2017,1,17,13:00,8.6,Rain
2017-01-17 14:00,2017,1,17,14:00,8.7,Rain
2017-01-17 15:00,2017,1,17,15:00,7.9,Rain
2017-01-17 16:00,2017,1,17,16:00,7.8,Rain
2017-01-17 17:00,2017,1,17,17:00,8.3,"Moderate Rain,Fog"
2017-01-17 18:00,2017,1,17,18:00,8.5,Rain
2017-01-17 19:00,2017,1,17,19:00,8.4,Moderate Rain
2017-01-17 20:00,2017,1,17,20:00,8.2,Rain
2017-01-17 21:00,2017,1,17,21:00,8.2,Rain
2017-01-17 22:00,2017,1,17,22:00,8.3,Rain
2017-01-18 01:00,2017,1,18,01:00,8.7,Cloudy
2017-01-18 02:00,2017,1,18,02:00,9.0,Rain
2017-01-18 03:00,2017,1,18,03:00,8.8,Rain
2017-01-18 04:00,2017,1,18,04:00,8.6,"Moderate Rain,Fog"
2017-01-18 05:00,2017,1,18,05:00,8.8,Rain
2017-01-18 06:00,2017,1,18,06:00,9.2,Rain
2017-01-18 07:00,2017,1,18,07:00,9.1,Rain
2017-01-18 08:00,2017,1,18,08:00,8.3,Rain
2017-01-18 09:00,2017,1,18,09:00,8.0,Rain
2017-01-18 10:00,2017,1,18,10:00,9.1,Cloudy
2017-01-18 11:00,2017,1,18,11:00,8.7,Rain
2017-01-18 12:00,2017,1,18,12:00,9.9,Rain
2017-01-18 13:00,2017,1,18,13:00,10.5,Rain
2017-01-18 16:00,2017,1,18,16:00,10.3,Rain
2017-01-18 17:00,2017,1,18,17:00,9.5,Rain
2017-01-18 18:00,2017,1,18,18:00,9.2,Rain
2017-01-18 19:00,2017,1,18,19:00,9.1,Rain
2017-01-18 20:00,2017,1,18,20:00,8.9,Rain
2017-01-18 21:00,2017,1,18,21:00,8.2,Moderate Rain
2017-01-18 22:00,2017,1,18,22:00,7.9,Moderate Rain
2017-01-18 23:00,2017,1,18,23:00,7.8,"Moderate Rain,Fog"
2017-01-19 00:00,2017,1,19,00:00,7.3,Rain
2017-01-19 01:00,2017,1,19,01:00,6.9,Cloudy
2017-01-19 02:00,2017,1,19,02:00,6.8,Rain
2017-01-19 03:00,2017,1,19,03:00,7.2,Rain
2017-01-19 04:00,2017,1,19,04:00,7.2,Cloudy
2017-01-19 06:00,2017,1,19,06:00,7.4,Rain Showers
2017-01-19 07:00,2017,1,19,07:00,6.9,Rain
2017-01-19 08:00,2017,1,19,08:00,6.8,Rain
2017-01-19 10:00,2017,1,19,10:00,7.4,Rain
2017-01-19 11:00,2017,1,19,11:00,7.5,Rain
2017-01-19 12:00,2017,1,19,12:00,8.0,Rain
2017-01-19 13:00,2017,1,19,13:00,8.2,Cloudy
2017-01-19 16:00,2017,1,19,16:00,7.8,Rain
2017-01-19 17:00,2017,1,19,17:00,7.0,Rain
2017-01-19 18:00,2017,1,19,18:00,7.1,Rain
2017-01-19 19:00,2017,1,19,19:00,7.0,Rain
2017-01-19 22:00,2017,1,19,22:00,6.3,Cloudy
2017-01-20 01:00,2017,1,20,01:00,5.8,Rain
2017-01-20 04:00,2017,1,20,04:00,5.6,Mainly Clear
2017-01-20 07:00,2017,1,20,07:00,3.6,Mainly Clear
2017-01-20 10:00,2017,1,20,10:00,3.9,Mostly Cloudy
2017-01-20 13:00,2017,1,20,13:00,5.3,Mostly Cloudy
2017-01-20 16:00,2017,1,20,16:00,5.3,Cloudy
2017-01-20 19:00,2017,1,20,19:00,5.2,Mostly Cloudy
2017-01-20 22:00,2017,1,20,22:00,4.9,Cloudy
2017-01-21 00:00,2017,1,21,00:00,5.9,Rain Showers
2017-01-21 01:00,2017,1,21,01:00,4.8,Rain Showers
2017-01-21 02:00,2017,1,21,02:00,5.9,Rain Showers
2017-01-21 03:00,2017,1,21,03:00,5.3,Rain
2017-01-21 04:00,2017,1,21,04:00,5.2,Rain
2017-01-21 05:00,2017,1,21,05:00,5.7,Rain
2017-01-21 07:00,2017,1,21,07:00,6.2,Cloudy
2017-01-21 10:00,2017,1,21,10:00,7.4,Mostly Cloudy
2017-01-21 13:00,2017,1,21,13:00,10.3,Mostly Cloudy
2017-01-21 16:00,2017,1,21,16:00,9.6,Mostly Cloudy
2017-01-21 19:00,2017,1,21,19:00,6.5,Mainly Clear
2017-01-21 22:00,2017,1,21,22:00,6.7,Cloudy
2017-01-22 01:00,2017,1,22,01:00,6.7,Cloudy
2017-01-22 04:00,2017,1,22,04:00,5.0,Cloudy
2017-01-22 07:00,2017,1,22,07:00,4.2,Mostly Cloudy
2017-01-22 10:00,2017,1,22,10:00,4.3,Mostly Cloudy
2017-01-22 11:00,2017,1,22,11:00,5.1,Rain
2017-01-22 12:00,2017,1,22,12:00,5.7,Rain
2017-01-22 13:00,2017,1,22,13:00,6.0,Rain
2017-01-22 14:00,2017,1,22,14:00,6.2,Rain
2017-01-22 15:00,2017,1,22,15:00,5.8,Rain
2017-01-22 16:00,2017,1,22,16:00,5.9,Rain
